code,name,ktype,fq,tdate,open,close,high,low,cjl,cje,hsl
"""股票代码""","""股票名称""","""K线类别""","""复权信息，除沪深京A股、B股、港股外，其余复权值默认为前复权""","""交易时间""","""开盘价""","""收盘价""","""最高价""","""最低价""","""成交量""","""成交额""","""换手率"""
000001,平安银行,101,0,2022-07-15,13.48,13.24,13.56,13.22,1598640.0,2.13992E9,0.82
000002,万  科Ａ,101,0,2022-07-15,18.33,17.62,18.37,17.6,1247550.0,2.2253399E9,1.28
000004,ST国华,101,0,2022-07-15,8.61,8.27,8.65,8.27,51116.0,4.26004E7,4.39
000005,ST星源,101,0,2022-07-15,1.72,1.69,1.74,1.68,82739.0,1.4058E7,0.78
000006,深振业Ａ,101,0,2022-07-15,4.3,4.15,4.3,4.15,165872.0,6.9777104E7,1.23
000007,全新好,101,0,2022-07-15,7.88,7.89,7.96,7.77,137312.0,1.07789E8,4.44
000008,神州高铁,101,0,2022-07-15,2.48,2.38,2.48,2.38,335743.0,8.1340896E7,1.25
000009,中国宝安,101,0,2022-07-15,12.4,12.21,12.66,12.2,408585.0,5.07920992E8,1.6
000010,美丽生态,101,0,2022-07-15,3.68,3.5,3.69,3.48,169198.0,6.02905E7,3.24
000011,深物业A,101,0,2022-07-15,11.05,10.39,11.05,10.38,126767.0,1.34136E8,2.41
000012,南  玻Ａ,101,0,2022-07-15,6.81,6.51,6.81,6.51,300636.0,1.99238E8,1.54
000014,沙河股份,101,0,2022-07-15,8.34,7.82,8.4,7.8,127691.0,1.02158E8,5.28
000016,深康佳Ａ,101,0,2022-07-15,5.52,5.42,5.54,5.41,161707.0,8.85146E7,1.01
000017,深中华A,101,0,2022-07-15,4.29,4.03,4.31,4.03,225614.0,9.3390896E7,7.45
000019,深粮控股,101,0,2022-07-15,7.52,7.32,7.55,7.32,93807.0,6.92738E7,2.25
000020,深华发Ａ,101,0,2022-07-15,8.92,8.8,9.01,8.8,23326.0,2.0729E7,1.29
000021,深科技,101,0,2022-07-15,10.87,11.66,11.79,10.83,685189.0,7.8750003E8,4.39
000023,深天地Ａ,101,0,2022-07-15,10.75,10.28,10.76,10.26,38080.0,3.95607E7,2.74
000025,特  力Ａ,101,0,2022-07-15,24.11,23.67,25.2,23.61,279426.0,6.8213702E8,7.11
000026,飞亚达,101,0,2022-07-15,9.97,9.41,9.99,9.36,56499.0,5.44987E7,1.57
000027,深圳能源,101,0,2022-07-15,6.61,6.54,6.69,6.51,291612.0,1.92480992E8,0.61
000028,国药一致,101,0,2022-07-15,29.18,28.28,29.3,28.26,17099.0,4.90479E7,0.46
000029,深深房Ａ,101,0,2022-07-15,10.82,10.0,11.04,9.89,177269.0,1.81444E8,1.99
000030,富奥股份,101,0,2022-07-15,5.69,5.52,5.73,5.52,61593.0,3.47379E7,0.35
000031,大悦城,101,0,2022-07-15,3.65,3.51,3.68,3.46,239449.0,8.4845E7,1.27
000032,深桑达Ａ,101,0,2022-07-15,14.75,14.39,14.76,14.26,27381.0,3.95922E7,0.43
000034,神州数码,101,0,2022-07-15,15.68,15.22,15.71,15.21,105768.0,1.62939008E8,1.96
000035,中国天楹,101,0,2022-07-15,5.21,5.03,5.25,5.0,344905.0,1.75239008E8,1.41
000036,华联控股,101,0,2022-07-15,3.92,3.86,3.94,3.85,91948.0,3.58086E7,0.62
000037,深南电A,101,0,2022-07-15,7.75,7.69,7.93,7.67,129259.0,1.00469E8,3.81
000038,*ST大通,101,0,2022-07-15,4.24,4.32,4.32,4.19,54325.0,2.31835E7,2.17
000039,中集集团,101,0,2022-07-15,13.1,13.03,13.23,13.0,100311.0,1.3148E8,0.65
000040,东旭蓝天,101,0,2022-07-15,3.4,3.33,3.44,3.31,447529.0,1.5027E8,4.22
000042,中洲控股,101,0,2022-07-15,9.27,8.85,9.31,8.84,28148.0,2.5282E7,0.42
000045,深纺织Ａ,101,0,2022-07-15,7.17,6.93,7.17,6.93,34736.0,2.43338E7,0.76
000046,泛海控股,101,0,2022-07-15,1.43,1.3,1.43,1.3,875389.0,1.15902E8,1.69
000048,京基智农,101,0,2022-07-15,19.64,19.01,19.64,18.89,56941.0,1.09264E8,1.09
000049,德赛电池,101,0,2022-07-15,46.81,45.68,47.89,45.5,186632.0,8.6098202E8,6.25
000050,深天马Ａ,101,0,2022-07-15,9.55,9.32,9.58,9.32,83338.0,7.85874E7,0.35
000055,方大集团,101,0,2022-07-15,5.8,5.22,6.12,5.2,1761020.0,9.8387398E8,26.0
000056,皇庭国际,101,0,2022-07-15,3.95,3.7,3.96,3.68,292230.0,1.10191E8,3.23
000058,深 赛 格,101,0,2022-07-15,5.68,5.41,5.69,5.41,203589.0,1.12425E8,2.07
000059,华锦股份,101,0,2022-07-15,5.7,5.53,5.71,5.52,145016.0,8.11176E7,0.91
000060,中金岭南,101,0,2022-07-15,4.29,4.17,4.3,4.17,302884.0,1.27903E8,0.81
000061,农 产 品,101,0,2022-07-15,6.15,5.79,6.15,5.78,190518.0,1.12995E8,1.12
000062,深圳华强,101,0,2022-07-15,11.69,11.46,11.79,11.45,32248.0,3.74212E7,0.31
000063,中兴通讯,101,0,2022-07-15,23.65,23.48,24.0,23.45,253807.0,6.0265901E8,0.65
000065,北方国际,101,0,2022-07-15,8.02,7.99,8.14,7.85,130825.0,1.04965E8,1.45
000066,中国长城,101,0,2022-07-15,9.5,9.26,9.52,9.05,425074.0,3.95377984E8,1.45
000068,华控赛格,101,0,2022-07-15,3.81,3.79,3.88,3.75,152253.0,5.80046E7,1.51
000069,华侨城Ａ,101,0,2022-07-15,5.58,5.49,5.6,5.46,633973.0,3.5034E8,0.9
000070,特发信息,101,0,2022-07-15,6.52,6.55,6.74,6.46,243833.0,1.60888992E8,2.93
000078,海王生物,101,0,2022-07-15,3.68,3.57,3.68,3.57,262813.0,9.4784304E7,1.0
000088,盐 田 港,101,0,2022-07-15,5.02,4.89,5.02,4.87,75444.0,3.71977E7,0.34
000089,深圳机场,101,0,2022-07-15,6.88,6.76,6.92,6.75,125177.0,8.53442E7,0.61
000090,天健集团,101,0,2022-07-15,5.89,5.67,5.89,5.66,294728.0,1.69822E8,1.58
000096,广聚能源,101,0,2022-07-15,9.16,8.94,9.17,8.94,27742.0,2.49349E7,0.54
000099,中信海直,101,0,2022-07-15,8.0,8.07,8.25,7.91,271552.0,2.20252992E8,3.82
000100,TCL科技,101,0,2022-07-15,4.5,4.31,4.51,4.3,3283950.0,1.43445005E9,2.45
000150,*ST宜康,101,0,2022-07-15,1.41,1.37,1.42,1.37,250037.0,3.45609E7,3.1
000151,中成股份,101,0,2022-07-15,13.03,12.3,13.07,12.23,321569.0,4.0308E8,12.06
000153,丰原药业,101,0,2022-07-15,8.23,8.06,8.27,8.05,58504.0,4.75522E7,1.88
000155,川能动力,101,0,2022-07-15,23.45,23.71,24.09,23.27,755514.0,1.79086003E9,5.95
000156,华数传媒,101,0,2022-07-15,7.51,7.3,7.53,7.3,61973.0,4.57501E7,0.4
000157,中联重科,101,0,2022-07-15,5.86,5.69,5.86,5.68,598310.0,3.43040992E8,0.85
000158,常山北明,101,0,2022-07-15,5.73,5.58,5.8,5.58,174243.0,9.88286E7,1.1
000159,国际实业,101,0,2022-07-15,7.19,7.14,7.41,7.11,214735.0,1.55324992E8,4.47
000166,申万宏源,101,0,2022-07-15,4.16,4.04,4.17,4.03,569406.0,2.33724992E8,0.25
000301,东方盛虹,101,0,2022-07-15,17.8,17.85,18.16,17.35,503133.0,8.9835501E8,1.04
000333,美的集团,101,0,2022-07-15,55.8,55.2,56.58,55.15,302679.0,1.68697997E9,0.44
000338,潍柴动力,101,0,2022-07-15,12.06,11.86,12.13,11.86,808756.0,9.6988E8,1.6
000400,许继电气,101,0,2022-07-15,21.88,22.64,23.34,21.85,730722.0,1.65177997E9,7.25
000401,冀东水泥,101,0,2022-07-15,9.66,9.55,9.76,9.55,98685.0,9.49196E7,0.64
000402,金 融 街,101,0,2022-07-15,5.55,5.32,5.56,5.3,303116.0,1.63888992E8,1.01
000403,派林生物,101,0,2022-07-15,21.36,20.67,21.51,19.95,120041.0,2.4697E8,1.99
000404,长虹华意,101,0,2022-07-15,7.05,6.67,7.35,6.67,1921520.0,1.33814003E9,27.62
000407,胜利股份,101,0,2022-07-15,3.69,3.61,3.7,3.61,60816.0,2.21786E7,0.69
000408,藏格矿业,101,0,2022-07-15,35.98,35.96,37.16,35.8,105957.0,3.86976E8,0.67
000409,云鼎科技,101,0,2022-07-15,5.39,5.27,5.42,5.26,40242.0,2.13923E7,0.99
000410,*ST沈机,101,0,2022-07-15,4.83,4.7,4.85,4.7,27849.0,1.32195E7,0.17
000411,英特集团,101,0,2022-07-15,10.19,10.05,10.25,9.95,31641.0,3.19531E7,1.27
000413,东旭光电,101,0,2022-07-15,1.85,1.8,1.86,1.79,534169.0,9.6551E7,1.1
000415,渤海租赁,101,0,2022-07-15,2.22,2.13,2.22,2.13,198152.0,4.28655E7,0.5
000416,民生控股,101,0,2022-07-15,3.64,3.54,3.66,3.54,131048.0,4.69538E7,2.46
000417,合肥百货,101,0,2022-07-15,4.46,4.29,4.46,4.24,188753.0,8.19752E7,2.42
000419,通程控股,101,0,2022-07-15,5.07,4.82,5.09,4.81,141426.0,6.94822E7,2.6
000420,吉林化纤,101,0,2022-07-15,4.97,4.81,5.02,4.8,476465.0,2.32920992E8,2.2
000421,南京公用,101,0,2022-07-15,4.84,4.7,4.84,4.49,118008.0,5.42997E7,2.06
000422,湖北宜化,101,0,2022-07-15,20.42,20.48,21.12,20.32,343830.0,7.1383898E8,3.83
000423,东阿阿胶,101,0,2022-07-15,37.6,39.28,39.98,37.5,198990.0,7.7738899E8,3.04
000425,徐工机械,101,0,2022-07-15,5.44,5.34,5.45,5.33,460253.0,2.47574E8,0.59
000426,兴业矿业,101,0,2022-07-15,6.75,6.65,6.79,6.63,190762.0,1.27471E8,1.29
000428,华天酒店,101,0,2022-07-15,4.28,4.39,4.6,4.22,601324.0,2.67304992E8,5.9
000429,粤高速Ａ,101,0,2022-07-15,7.48,7.43,7.59,7.37,43085.0,3.22248E7,0.33
000430,张家界,101,0,2022-07-15,6.56,6.64,6.92,6.43,229248.0,1.53046E8,6.91
000488,晨鸣纸业,101,0,2022-07-15,5.47,5.39,5.47,5.38,161103.0,8.72226E7,0.97
000498,山东路桥,101,0,2022-07-15,10.81,10.55,10.96,10.51,377120.0,4.03820992E8,5.05
000501,武商集团,101,0,2022-07-15,10.97,10.63,11.0,10.6,121164.0,1.29928E8,1.58
000503,国新健康,101,0,2022-07-15,8.85,8.8,9.05,8.76,126955.0,1.12861E8,1.41
000504,南华生物,101,0,2022-07-15,15.6,15.45,15.77,15.35,22438.0,3.50016E7,0.72
000505,京粮控股,101,0,2022-07-15,8.88,8.4,8.9,8.4,146920.0,1.25571E8,2.37
000506,中润资源,101,0,2022-07-15,2.96,2.82,2.98,2.8,341950.0,9.8064496E7,3.68
000507,珠海港,101,0,2022-07-15,5.9,5.58,5.91,5.54,296289.0,1.68506E8,3.28
000509,华塑控股,101,0,2022-07-15,3.82,3.88,3.91,3.71,72740.0,2.78086E7,0.68
000510,新金路,101,0,2022-07-15,5.81,5.57,5.83,5.53,151579.0,8.6227296E7,2.69
000513,丽珠集团,101,0,2022-07-15,33.81,32.95,34.17,32.92,89126.0,2.97718016E8,1.47
000514,渝 开 发,101,0,2022-07-15,4.86,4.61,4.86,4.61,451190.0,2.09868E8,5.35
000516,国际医学,101,0,2022-07-15,10.75,10.82,11.32,10.61,369676.0,4.07590016E8,1.94
000517,荣安地产,101,0,2022-07-15,2.9,2.8,2.94,2.79,333466.0,9.46144E7,1.34
000518,四环生物,101,0,2022-07-15,3.21,3.1,3.22,3.06,145523.0,4.53833E7,1.41
000519,中兵红箭,101,0,2022-07-15,31.0,30.13,31.18,30.05,312008.0,9.5454003E8,2.24
000520,长航凤凰,101,0,2022-07-15,3.27,3.17,3.28,3.17,174848.0,5.63808E7,1.73
000521,长虹美菱,101,0,2022-07-15,4.13,4.52,4.52,4.12,934991.0,4.15579008E8,10.68
000523,广州浪奇,101,0,2022-07-15,3.53,3.5,3.56,3.47,76429.0,2.67973E7,0.56
000524,岭南控股,101,0,2022-07-15,10.08,10.19,10.38,9.91,113150.0,1.14914E8,1.69
000525,ST红太阳,101,0,2022-07-15,13.05,13.47,13.68,13.02,132266.0,1.77624992E8,2.3
000526,学大教育,101,0,2022-07-15,15.22,15.42,15.67,14.81,36174.0,5.54385E7,3.24
000528,柳    工,101,0,2022-07-15,6.47,6.35,6.5,6.35,116023.0,7.4276304E7,1.21
000529,广弘控股,101,0,2022-07-15,6.78,6.58,6.8,6.56,86578.0,5.76568E7,1.52
000530,冰山冷热,101,0,2022-07-15,4.71,4.7,4.79,4.62,441348.0,2.07424992E8,7.37
000531,穗恒运Ａ,101,0,2022-07-15,7.3,7.03,7.38,6.98,202282.0,1.45092992E8,2.46
000532,华金资本,101,0,2022-07-15,11.46,11.18,11.48,11.07,44999.0,5.05689E7,1.31
000533,顺钠股份,101,0,2022-07-15,4.0,3.85,4.13,3.84,586470.0,2.31272992E8,8.56
000534,万泽股份,101,0,2022-07-15,12.53,12.17,12.6,12.16,52832.0,6.5262E7,1.07
000536,华映科技,101,0,2022-07-15,2.01,1.95,2.02,1.95,213617.0,4.22275E7,0.77
000537,广宇发展,101,0,2022-07-15,11.95,11.06,11.95,11.03,428567.0,4.84190016E8,2.3
000538,云南白药,101,0,2022-07-15,56.75,56.49,58.0,56.1,77476.0,4.41630016E8,0.91
000539,粤电力Ａ,101,0,2022-07-15,4.53,4.36,4.58,4.34,657224.0,2.92152E8,2.57
000540,中天金融,101,0,2022-07-15,1.91,1.79,1.91,1.77,853115.0,1.54436992E8,1.22
000541,佛山照明,101,0,2022-07-15,5.3,5.18,5.3,5.17,33051.0,1.72535E7,0.31
000543,皖能电力,101,0,2022-07-15,4.82,4.88,5.05,4.79,908482.0,4.44404E8,5.07
000544,中原环保,101,0,2022-07-15,6.73,7.18,7.18,6.73,553532.0,3.90964E8,5.68
000545,金浦钛业,101,0,2022-07-15,4.52,4.28,4.52,4.25,983773.0,4.28408E8,9.98
000546,金圆股份,101,0,2022-07-15,19.07,19.24,20.33,18.93,404295.0,7.9244301E8,5.66
000547,航天发展,101,0,2022-07-15,11.08,10.65,11.15,10.65,448456.0,4.86536992E8,2.84
000548,湖南投资,101,0,2022-07-15,4.85,4.76,5.05,4.67,792423.0,3.80345984E8,15.87
000550,江铃汽车,101,0,2022-07-15,17.5,17.72,18.75,17.46,288059.0,5.25044E8,5.56
000551,创元科技,101,0,2022-07-15,8.98,8.97,9.06,8.79,56712.0,5.07483E7,1.42
000552,靖远煤电,101,0,2022-07-15,3.94,3.85,4.04,3.83,757577.0,2.97939008E8,3.03
000553,安道麦A,101,0,2022-07-15,11.32,10.78,11.55,10.75,149429.0,1.63942E8,0.69
000554,泰山石油,101,0,2022-07-15,5.09,4.97,5.09,4.97,106553.0,5.34709E7,2.94
000555,神州信息,101,0,2022-07-15,10.69,10.29,10.71,10.29,75672.0,7.8853104E7,0.78
000557,西部创业,101,0,2022-07-15,4.56,4.65,4.71,4.49,149217.0,6.8769E7,1.02
000558,莱茵体育,101,0,2022-07-15,2.77,2.68,2.78,2.67,203138.0,5.50448E7,1.58
000559,万向钱潮,101,0,2022-07-15,5.73,5.86,6.04,5.7,355491.0,2.106E8,1.29
000560,我爱我家,101,0,2022-07-15,2.67,2.55,2.67,2.54,258899.0,6.68223E7,1.15
000561,烽火电子,101,0,2022-07-15,7.89,7.54,7.9,7.54,107168.0,8.20134E7,1.78
000563,陕国投Ａ,101,0,2022-07-15,3.15,3.01,3.18,3.01,645398.0,1.98344992E8,1.63
000564,ST大集,101,0,2022-07-15,1.0,1.0,1.02,1.0,1431770.0,1.43988E8,0.94
000565,渝三峡Ａ,101,0,2022-07-15,6.37,6.26,6.38,6.17,49348.0,3.08278E7,1.14
000566,海南海药,101,0,2022-07-15,4.36,4.19,4.37,4.17,161584.0,6.8203904E7,1.39
000567,海德股份,101,0,2022-07-15,16.65,15.26,16.65,15.26,290797.0,4.59830016E8,3.13
000568,泸州老窖,101,0,2022-07-15,234.28,237.6,246.39,233.08,81664.0,1.96352E9,0.56
000570,苏常柴Ａ,101,0,2022-07-15,5.15,4.99,5.31,4.95,182366.0,9.2768496E7,3.66
000571,ST大洲,101,0,2022-07-15,2.33,2.36,2.45,2.33,196431.0,4.68369E7,2.41
000572,海马汽车,101,0,2022-07-15,5.6,5.6,5.83,5.6,335689.0,1.92248E8,2.04
000573,粤宏远Ａ,101,0,2022-07-15,3.0,2.88,3.0,2.87,186628.0,5.4356E7,2.95
000576,甘化科工,101,0,2022-07-15,10.51,10.43,10.75,10.32,71040.0,7.43692E7,1.65
000581,威孚高科,101,0,2022-07-15,18.83,18.46,18.93,18.45,58745.0,1.09818E8,0.72
000582,北部湾港,101,0,2022-07-15,7.91,7.68,7.92,7.68,176177.0,1.37040992E8,1.25
000584,哈工智能,101,0,2022-07-15,6.44,6.41,6.63,6.34,434647.0,2.81776992E8,5.83
000586,汇源通信,101,0,2022-07-15,8.22,8.16,8.24,8.08,18772.0,1.53246E7,0.97
000587,*ST金洲,101,0,2022-07-15,1.16,1.14,1.17,1.12,169276.0,1.93303E7,1.4
000589,贵州轮胎,101,0,2022-07-15,4.38,4.54,4.71,4.38,443732.0,2.02524E8,4.24
000590,启迪药业,101,0,2022-07-15,8.32,8.07,8.45,8.04,35469.0,2.89406E7,1.48
000591,太阳能,101,0,2022-07-15,8.52,8.62,8.8,8.4,1567670.0,1.35392E9,5.21
000592,平潭发展,101,0,2022-07-15,2.49,2.41,2.51,2.41,307574.0,7.52494E7,1.61
000593,德龙汇能,101,0,2022-07-15,5.87,5.67,5.88,5.65,49439.0,2.83128E7,1.38
000595,宝塔实业,101,0,2022-07-15,5.12,4.68,5.17,4.68,913199.0,4.38456E8,8.02
000596,古井贡酒,101,0,2022-07-15,230.09,237.99,244.94,229.05,28860.0,6.9204602E8,0.71
000597,东北制药,101,0,2022-07-15,5.34,5.14,5.35,5.13,119591.0,6.2497E7,0.9
000598,兴蓉环境,101,0,2022-07-15,5.22,5.22,5.29,5.18,194507.0,1.01837E8,0.66
000599,青岛双星,101,0,2022-07-15,3.81,3.72,3.85,3.72,174967.0,6.60561E7,2.14
000600,建投能源,101,0,2022-07-15,5.24,5.15,5.53,5.12,1305980.0,6.9428403E8,11.98
000601,韶能股份,101,0,2022-07-15,6.47,6.08,6.66,6.02,1482940.0,9.3412902E8,13.73
000603,盛达资源,101,0,2022-07-15,10.77,10.48,10.82,10.46,61979.0,6.58623E7,1.05
000605,渤海股份,101,0,2022-07-15,6.77,6.51,6.78,6.45,115893.0,7.59234E7,3.44
000606,*ST顺利,101,0,2022-07-15,1.39,1.35,1.4,1.35,89407.0,1.21481E7,1.26
000607,华媒控股,101,0,2022-07-15,4.36,4.25,4.36,4.25,71482.0,3.06665E7,0.81
000608,阳光股份,101,0,2022-07-15,2.84,2.67,2.84,2.66,248391.0,6.75422E7,3.31
000609,中迪投资,101,0,2022-07-15,5.02,4.96,5.08,4.96,56602.0,2.83286E7,1.94
000610,西安旅游,101,0,2022-07-15,9.09,9.2,9.42,9.0,137341.0,1.2654E8,5.83
000612,焦作万方,101,0,2022-07-15,5.93,5.84,5.96,5.82,83953.0,4.94706E7,0.71
000615,奥园美谷,101,0,2022-07-15,6.72,6.75,6.93,6.59,184892.0,1.25746E8,2.37
000616,ST海投,101,0,2022-07-15,1.47,1.49,1.53,1.42,473824.0,6.99946E7,3.31
000617,中油资本,101,0,2022-07-15,4.48,4.38,4.49,4.38,165786.0,7.34116E7,0.13
000619,海螺新材,101,0,2022-07-15,7.0,6.87,7.08,6.71,381795.0,2.62362E8,10.61
000620,新华联,101,0,2022-07-15,2.61,2.38,2.61,2.36,504444.0,1.22248E8,2.66
000622,恒立实业,101,0,2022-07-15,4.51,4.45,4.65,4.44,192959.0,8.7270704E7,4.54
000623,吉林敖东,101,0,2022-07-15,14.34,14.03,14.38,14.03,69028.0,9.7867104E7,0.6
000625,长安汽车,101,0,2022-07-15,17.1,17.93,18.65,17.1,5023950.0,9.1594301E9,6.61
000626,远大控股,101,0,2022-07-15,12.1,11.54,12.1,11.54,48135.0,5.677E7,0.97
000627,天茂集团,101,0,2022-07-15,3.36,3.29,3.39,3.29,369714.0,1.23496E8,0.81
000628,高新发展,101,0,2022-07-15,17.3,16.9,17.39,16.63,95935.0,1.63244992E8,4.99
000629,攀钢钒钛,101,0,2022-07-15,6.0,5.77,6.05,5.76,4808470.0,2.82414003E9,5.6
000630,铜陵有色,101,0,2022-07-15,3.05,2.97,3.06,2.96,2131060.0,6.4130598E8,2.02
000631,顺发恒业,101,0,2022-07-15,4.9,5.01,5.01,4.57,874729.0,4.34008992E8,3.6
000632,三木集团,101,0,2022-07-15,4.59,4.72,4.89,4.52,583702.0,2.73049984E8,12.54
000633,合金投资,101,0,2022-07-15,7.97,8.17,8.32,7.89,162360.0,1.32347E8,4.22
000635,英 力 特,101,0,2022-07-15,8.81,8.47,8.82,8.47,36984.0,3.17347E7,1.22
000636,风华高科,101,0,2022-07-15,17.34,16.95,17.45,16.91,143544.0,2.46136992E8,1.6
000637,茂化实华,101,0,2022-07-15,4.57,4.36,4.58,4.36,108808.0,4.82389E7,2.96
000638,*ST万方,101,0,2022-07-15,5.63,5.47,5.65,5.47,56808.0,3.1368E7,1.84
000639,西王食品,101,0,2022-07-15,4.2,4.06,4.21,4.06,165944.0,6.8377904E7,1.54
000650,仁和药业,101,0,2022-07-15,6.14,5.94,6.14,5.92,237677.0,1.42976992E8,1.77
000651,格力电器,101,0,2022-07-15,34.2,33.7,34.65,33.67,624134.0,2.12824998E9,1.12
000652,泰达股份,101,0,2022-07-15,4.3,4.1,4.35,4.09,862009.0,3.62345984E8,5.85
000655,金岭矿业,101,0,2022-07-15,7.31,6.9,7.33,6.9,168049.0,1.18344E8,2.82
000656,金科股份,101,0,2022-07-15,2.49,2.37,2.51,2.37,1820610.0,4.38796E8,3.43
000657,中钨高新,101,0,2022-07-15,14.96,15.22,15.76,14.86,153684.0,2.36508E8,1.62
000659,珠海中富,101,0,2022-07-15,3.45,3.37,3.46,3.34,201490.0,6.83028E7,1.57
000661,长春高新,101,0,2022-07-15,214.23,209.78,218.3,208.52,58052.0,1.23664998E9,1.52
000663,永安林业,101,0,2022-07-15,8.04,8.04,8.04,8.04,60721.0,4.88197E7,1.98
000665,湖北广电,101,0,2022-07-15,7.44,7.12,7.44,7.11,527571.0,3.80872992E8,4.65
000666,经纬纺机,101,0,2022-07-15,9.09,8.24,9.11,8.24,311521.0,2.62892E8,10.61
000667,美好置业,101,0,2022-07-15,1.52,1.45,1.53,1.44,939090.0,1.37839008E8,3.85
000668,荣丰控股,101,0,2022-07-15,12.08,11.88,12.08,11.7,26369.0,3.1162E7,1.8
000669,ST金鸿,101,0,2022-07-15,1.67,1.67,1.71,1.67,169548.0,2.84978E7,2.49
000671,阳 光 城,101,0,2022-07-15,1.96,1.84,1.97,1.83,2040260.0,3.81470016E8,5.04
000672,上峰水泥,101,0,2022-07-15,15.13,15.0,15.27,14.69,118382.0,1.78283008E8,1.21
000676,智度股份,101,0,2022-07-15,5.64,5.51,5.68,5.47,326688.0,1.81868992E8,2.59
000677,恒天海龙,101,0,2022-07-15,3.06,2.94,3.06,2.94,125464.0,3.74088E7,1.45
000678,襄阳轴承,101,0,2022-07-15,4.91,4.84,4.98,4.83,105558.0,5.15568E7,2.3
000679,大连友谊,101,0,2022-07-15,4.19,4.09,4.22,4.07,50664.0,2.08993E7,1.42
000680,山推股份,101,0,2022-07-15,5.62,5.45,5.65,5.4,705270.0,3.88836E8,6.67
000681,视觉中国,101,0,2022-07-15,12.57,12.26,12.57,12.16,102230.0,1.26395E8,1.69
000682,东方电子,101,0,2022-07-15,8.0,7.98,8.37,7.95,428268.0,3.47344E8,3.19
000683,远兴能源,101,0,2022-07-15,8.99,9.0,9.23,8.93,759665.0,6.8849402E8,2.32
000685,中山公用,101,0,2022-07-15,7.77,7.64,7.78,7.62,62074.0,4.78188E7,0.5
000686,东北证券,101,0,2022-07-15,6.69,6.63,6.85,6.63,244136.0,1.65167008E8,1.04
000688,国城矿业,101,0,2022-07-15,16.19,15.8,16.45,15.71,70127.0,1.12389E8,0.62
000690,宝新能源,101,0,2022-07-15,5.18,5.33,5.46,5.14,594720.0,3.18692992E8,2.74
000691,亚太实业,101,0,2022-07-15,4.08,3.93,4.11,3.91,80447.0,3.19621E7,2.49
000692,惠天热电,101,0,2022-07-15,4.47,4.72,4.72,4.29,484720.0,2.22958E8,9.1
000695,滨海能源,101,0,2022-07-15,10.0,10.07,10.32,9.97,40351.0,4.09231E7,1.82
000697,炼石航空,101,0,2022-07-15,7.92,7.83,8.17,7.81,126893.0,1.00608E8,2.2
000698,沈阳化工,101,0,2022-07-15,4.12,3.99,4.12,3.98,48640.0,1.95757E7,0.62
000700,模塑科技,101,0,2022-07-15,5.2,5.17,5.31,5.16,143273.0,7.50938E7,1.56
000701,厦门信达,101,0,2022-07-15,6.23,6.02,6.25,6.02,95373.0,5.81802E7,2.35
000702,正虹科技,101,0,2022-07-15,5.91,5.69,5.94,5.67,131712.0,7.541E7,4.94
000703,恒逸石化,101,0,2022-07-15,9.74,9.48,9.74,9.39,181785.0,1.72852992E8,0.5
000705,浙江震元,101,0,2022-07-15,8.12,7.69,8.12,7.66,87424.0,6.8751504E7,3.1
000707,双环科技,101,0,2022-07-15,13.15,13.12,13.7,13.0,246948.0,3.28608E8,5.32
000708,中信特钢,101,0,2022-07-15,20.69,20.43,20.94,20.36,71705.0,1.48156E8,0.57
000709,河钢股份,101,0,2022-07-15,2.96,2.94,3.09,2.91,3893290.0,1.16494003E9,3.67
000710,贝瑞基因,101,0,2022-07-15,13.54,13.0,13.58,12.98,80207.0,1.05444E8,2.69
000711,京蓝科技,101,0,2022-07-15,2.67,2.48,2.68,2.47,333604.0,8.40928E7,4.07
000712,锦龙股份,101,0,2022-07-15,15.0,14.91,15.17,14.91,67979.0,1.02212E8,0.76
000713,丰乐种业,101,0,2022-07-15,8.85,8.6,8.87,8.6,172117.0,1.4961E8,2.8
000715,中兴商业,101,0,2022-07-15,5.38,5.19,5.4,5.16,89989.0,4.70909E7,2.17
000716,黑芝麻,101,0,2022-07-15,3.41,3.29,3.41,3.28,301278.0,1.00607E8,4.33
000717,韶钢松山,101,0,2022-07-15,3.37,3.23,3.38,3.22,218277.0,7.19026E7,0.9
000718,苏宁环球,101,0,2022-07-15,3.38,3.26,3.4,3.26,209946.0,6.93838E7,0.92
000719,中原传媒,101,0,2022-07-15,6.89,6.73,6.91,6.72,40509.0,2.75698E7,0.61
000720,新能泰山,101,0,2022-07-15,5.82,5.77,5.9,5.74,100052.0,5.79451E7,0.78
000721,西安饮食,101,0,2022-07-15,4.37,4.25,4.46,4.25,214193.0,9.3212896E7,4.91
000722,湖南发展,101,0,2022-07-15,17.54,16.68,18.16,16.68,856253.0,1.47209997E9,18.45
000723,美锦能源,101,0,2022-07-15,11.52,11.26,11.7,11.26,609844.0,6.9968198E8,1.54
000725,京东方Ａ,101,0,2022-07-15,3.81,3.74,3.83,3.69,3500950.0,1.31901005E9,0.96
000726,鲁  泰Ａ,101,0,2022-07-15,7.86,7.55,7.91,7.54,180413.0,1.38958E8,3.16
000727,冠捷科技,101,0,2022-07-15,2.12,2.08,2.14,2.08,370572.0,7.79882E7,1.08
000728,国元证券,101,0,2022-07-15,6.45,6.37,6.58,6.34,592190.0,3.8194E8,1.38
000729,燕京啤酒,101,0,2022-07-15,8.76,8.61,8.86,8.6,303936.0,2.65198E8,1.21
