code,name,ktype,fq,tdate,open,close,high,low,cjl,cje,hsl
"""股票代码""","""股票名称""","""K线类别""","""复权信息，除沪深京A股、B股、港股外，其余复权值默认为前复权""","""交易时间""","""开盘价""","""收盘价""","""最高价""","""最低价""","""成交量""","""成交额""","""换手率"""
301040,中环海陆,101,0,2022-07-15,33.18,33.6,36.49,33.14,59675.0,2.04307008E8,23.87
301041,金百泽,101,0,2022-07-15,18.5,18.2,18.51,17.98,8084.0,1.47675E7,3.03
301042,安联锐视,101,0,2022-07-15,32.28,32.87,33.97,31.66,6133.0,1.99279E7,3.57
301043,绿岛风,101,0,2022-07-15,25.2,24.76,25.37,24.75,4751.0,1.18405E7,2.79
301045,天禄科技,101,0,2022-07-15,21.74,22.13,22.86,21.4,3001.0,6607760.0,1.16
301046,能辉科技,101,0,2022-07-15,42.82,42.05,44.8,41.96,103783.0,4.46543008E8,27.77
301047,义翘神州,101,0,2022-07-15,126.0,125.0,127.76,124.32,5919.0,7.44762E7,1.83
301048,金鹰重工,101,0,2022-07-15,10.9,10.66,11.01,10.65,24615.0,2.66195E7,2.64
301049,超越科技,101,0,2022-07-15,24.26,24.01,24.72,23.76,14407.0,3.471E7,6.11
301050,雷电微力,101,0,2022-07-15,104.72,101.66,106.36,101.56,10973.0,1.13552E8,3.14
301051,信濠光电,101,0,2022-07-15,67.55,68.89,70.82,67.1,4686.0,3.23016E7,2.34
301052,果麦文化,101,0,2022-07-15,35.99,34.83,36.01,34.78,8613.0,3.03529E7,4.78
301053,远信工业,101,0,2022-07-15,23.39,22.89,23.39,22.78,4184.0,9621350.0,2.27
301055,张小泉,101,0,2022-07-15,16.97,16.34,17.0,16.25,25833.0,4.25434E7,7.34
301056,森赫股份,101,0,2022-07-15,8.41,8.4,8.55,8.3,18096.0,1.52773E7,2.71
301057,汇隆新材,101,0,2022-07-15,23.14,22.86,24.0,22.85,16408.0,3.80911E7,6.01
301058,中粮工科,101,0,2022-07-15,17.94,17.58,18.09,17.38,41534.0,7.35622E7,4.07
301059,金三江,101,0,2022-07-15,16.1,16.09,16.2,15.94,6721.0,1.07919E7,2.21
301060,兰卫医学,101,0,2022-07-15,38.35,37.85,39.08,37.57,58370.0,2.2292E8,13.49
301061,匠心家居,101,0,2022-07-15,31.01,30.48,31.28,30.47,6783.0,2.08525E7,2.12
301062,上海艾录,101,0,2022-07-15,12.25,11.7,12.25,11.65,14529.0,1.71778E7,3.31
301063,海锅股份,101,0,2022-07-15,33.31,33.09,34.31,32.03,40541.0,1.34167E8,19.25
301065,本立科技,101,0,2022-07-15,40.01,39.78,41.08,39.68,6345.0,2.56241E7,3.59
301066,万事利,101,0,2022-07-15,13.21,13.45,13.45,12.8,26053.0,3.43803E7,6.15
301067,显盈科技,101,0,2022-07-15,38.32,38.27,38.88,38.11,1448.0,5563060.0,1.07
301068,大地海洋,101,0,2022-07-15,26.45,25.9,26.96,25.6,11063.0,2.89343E7,5.85
301069,凯盛新材,101,0,2022-07-15,42.85,42.69,43.89,42.4,32886.0,1.41824E8,5.48
301070,开勒股份,101,0,2022-07-15,27.34,28.55,28.88,26.74,25839.0,7.1929696E7,15.97
301071,力量钻石,101,0,2022-07-15,160.0,159.62,165.99,159.38,16761.0,2.72284E8,5.55
301072,中捷精工,101,0,2022-07-15,29.34,29.9,30.8,29.21,24402.0,7.39618E7,9.29
301073,君亭酒店,101,0,2022-07-15,63.7,65.84,68.1,61.88,24572.0,1.61502E8,8.14
301075,多瑞医药,101,0,2022-07-15,26.96,25.97,26.96,25.9,11896.0,3.11632E7,5.95
301076,新瀚新材,101,0,2022-07-15,26.15,25.18,26.16,25.0,10152.0,2.57981E7,3.9
301077,星华反光,101,0,2022-07-15,22.73,22.37,22.85,22.21,7821.0,1.76548E7,2.61
301078,孩子王,101,0,2022-07-15,15.1,15.42,15.8,14.95,154795.0,2.39844E8,17.31
301079,邵阳液压,101,0,2022-07-15,24.21,24.46,25.55,24.12,13838.0,3.43578E7,7.33
301080,百普赛斯,101,0,2022-07-15,175.3,179.79,184.18,175.3,3668.0,6.64385E7,1.83
301081,严牌股份,101,0,2022-07-15,14.93,15.1,15.49,14.55,18506.0,2.79184E7,4.68
301082,久盛电气,101,0,2022-07-15,22.32,23.06,23.7,21.61,136721.0,3.10964E8,37.66
301083,百胜智能,101,0,2022-07-15,14.25,14.8,15.18,13.91,82960.0,1.21496E8,20.67
301085,亚康股份,101,0,2022-07-15,29.54,28.7,29.66,28.39,11134.0,3.22249E7,5.57
301086,鸿富瀚,101,0,2022-07-15,56.9,58.25,58.79,56.1,4436.0,2.56033E7,2.96
301087,可孚医疗,101,0,2022-07-15,39.17,38.41,39.68,38.35,16338.0,6.35203E7,3.22
301088,戎美股份,101,0,2022-07-15,18.32,17.73,18.36,17.71,26422.0,4.77037E7,4.79
301089,拓新药业,101,0,2022-07-15,138.87,125.29,143.0,121.98,73138.0,9.6660902E8,23.25
301090,华润材料,101,0,2022-07-15,10.58,11.47,11.77,10.55,273180.0,3.08516E8,15.3
301091,深城交,101,0,2022-07-15,30.0,30.32,32.2,29.63,134050.0,4.13721984E8,26.94
301092,争光股份,101,0,2022-07-15,29.7,29.96,30.85,29.51,27290.0,8.28338E7,8.19
301093,华兰股份,101,0,2022-07-15,33.0,32.65,33.35,32.36,5828.0,1.91517E7,1.78
301096,百诚医药,101,0,2022-07-15,86.2,85.5,87.98,85.2,6342.0,5.47465E7,2.42
301097,天益医疗,101,0,2022-07-15,50.18,48.33,50.39,48.28,4410.0,2.15591E7,3.16
301098,金埔园林,101,0,2022-07-15,23.34,22.78,23.56,22.4,31675.0,7.24944E7,13.06
301099,雅创电子,101,0,2022-07-15,87.9,88.35,92.6,86.5,25721.0,2.29619008E8,14.34
301100,风光股份,101,0,2022-07-15,20.1,20.61,21.1,19.96,19217.0,3.96937E7,3.84
301101,明月镜片,101,0,2022-07-15,54.79,54.81,55.54,53.0,18881.0,1.03149E8,6.04
301102,兆讯传媒,101,0,2022-07-15,31.87,32.75,33.32,31.27,26335.0,8.621E7,6.1
301103,何氏眼科,101,0,2022-07-15,33.99,33.31,35.23,33.2,63607.0,2.16342E8,16.91
301106,骏成科技,101,0,2022-07-15,31.14,32.22,32.68,30.91,11014.0,3.53126E7,6.07
301107,瑜欣电子,101,0,2022-07-15,36.99,39.63,40.78,36.99,52681.0,2.07282E8,28.68
301108,洁雅股份,101,0,2022-07-15,38.45,38.7,39.27,37.7,12082.0,4.6492E7,5.95
301109,军信股份,101,0,2022-07-15,17.76,18.48,18.87,17.76,133561.0,2.46616E8,15.77
301110,青木股份,101,0,2022-07-15,40.43,40.34,40.89,39.71,4499.0,1.81103E7,2.96
301111,粤万年青,101,0,2022-07-15,26.8,25.88,27.43,25.82,46775.0,1.24132E8,12.43
301112,信邦智能,101,0,2022-07-15,43.06,42.69,44.26,42.5,54294.0,2.36268E8,22.85
301113,雅艺科技,101,0,2022-07-15,40.99,39.31,41.49,39.31,16871.0,6.7922304E7,9.64
301116,益客食品,101,0,2022-07-15,18.74,18.05,18.87,18.05,32626.0,6.01978E7,7.74
301117,佳缘科技,101,0,2022-07-15,49.46,48.61,50.2,48.5,7164.0,3.5397E7,3.6
301118,恒光股份,101,0,2022-07-15,42.1,42.26,43.09,41.71,19894.0,8.4553296E7,7.72
301119,正强股份,101,0,2022-07-15,29.7,30.58,31.65,29.7,23409.0,7.23046E7,11.7
301120,新特电气,101,0,2022-07-15,31.99,31.99,31.99,31.99,48974.0,1.56666E8,9.33
301122,采纳股份,101,0,2022-07-15,73.84,77.02,78.94,70.88,6221.0,4.72611E7,2.79
301123,奕东电子,101,0,2022-07-15,24.32,25.65,26.42,24.32,51283.0,1.32167E8,9.97
301125,腾亚精工,101,0,2022-07-15,36.13,40.56,40.56,36.13,42837.0,1.70436E8,24.95
301126,达嘉维康,101,0,2022-07-15,18.71,19.2,19.84,18.25,103594.0,1.98155008E8,20.07
301127,天源环保,101,0,2022-07-15,11.05,11.45,11.77,10.95,104519.0,1.19228E8,10.2
301128,强瑞技术,101,0,2022-07-15,28.25,28.38,29.6,28.25,8405.0,2.41784E7,4.55
301129,瑞纳智能,101,0,2022-07-15,68.26,67.95,69.11,67.12,6304.0,4.29567E7,3.42
301130,西点药业,101,0,2022-07-15,38.55,37.84,39.07,37.55,16253.0,6.22636E7,8.48
301131,聚赛龙,101,0,2022-07-15,40.09,40.69,41.5,39.84,12774.0,5.21926E7,10.69
301133,金钟股份,101,0,2022-07-15,29.16,30.81,31.41,29.05,54968.0,1.68836E8,20.72
301135,瑞德智能,101,0,2022-07-15,32.26,33.56,36.36,31.05,130176.0,4.37764E8,57.67
301136,招标股份,101,0,2022-07-15,18.42,17.57,18.63,17.55,52687.0,9.4473504E7,8.75
301137,哈焊华通,101,0,2022-07-15,17.1,17.33,17.71,17.1,37347.0,6.52622E7,8.66
301138,华研精机,101,0,2022-07-15,31.01,31.28,31.9,30.57,19799.0,6.20075E7,6.6
301139,元道通信,101,0,2022-07-15,33.62,34.29,35.49,33.62,64644.0,2.24664E8,22.42
301148,嘉戎技术,101,0,2022-07-15,25.85,26.82,27.27,25.75,28633.0,7.62434E7,12.07
301149,隆华新材,101,0,2022-07-15,14.52,15.48,16.16,14.41,120226.0,1.84344E8,18.21
301150,中一科技,101,0,2022-07-15,87.92,89.86,92.0,86.21,14013.0,1.25911E8,6.85
301151,冠龙节能,101,0,2022-07-15,22.75,22.91,23.22,22.55,32258.0,7.40746E7,8.1
301153,中科江南,101,0,2022-07-15,47.8,47.47,49.24,47.2,25839.0,1.24236E8,11.21
301155,海力风电,101,0,2022-07-15,97.31,99.6,101.3,94.59,65897.0,6.5033402E8,12.13
301156,美农生物,101,0,2022-07-15,29.55,29.52,30.08,29.51,22275.0,6.6422E7,11.14
301158,德石股份,101,0,2022-07-15,19.44,19.84,20.09,19.1,26981.0,5.30358E7,7.57
301159,三维天地,101,0,2022-07-15,29.1,28.59,29.42,28.28,8156.0,2.35527E7,4.21
301160,翔楼新材,101,0,2022-07-15,50.0,50.9,53.5,48.2,59709.0,3.03390016E8,33.73
301162,国能日新,101,0,2022-07-15,78.0,81.29,81.79,76.1,31654.0,2.50392992E8,18.83
301163,宏德股份,101,0,2022-07-15,42.58,44.8,48.9,41.82,87345.0,3.92239008E8,45.15
301166,优宁维,101,0,2022-07-15,62.38,61.61,63.5,61.02,21901.0,1.35944992E8,10.11
301167,建研设计,101,0,2022-07-15,31.84,30.98,31.97,30.9,16209.0,5.04727E7,8.1
301168,通灵股份,101,0,2022-07-15,57.0,55.97,57.92,55.66,35596.0,2.00884992E8,11.87
301169,零点有数,101,0,2022-07-15,36.85,35.99,37.08,35.52,11030.0,3.99102E7,6.11
301175,中科环保,101,0,2022-07-15,9.18,8.68,9.72,8.64,1586970.0,1.44845005E9,49.63
301177,迪阿股份,101,0,2022-07-15,62.92,63.25,64.85,62.23,8045.0,5.12229E7,2.21
301178,天亿马,101,0,2022-07-15,31.01,30.66,31.33,30.26,5260.0,1.61977E7,3.19
301179,泽宇智能,101,0,2022-07-15,49.17,48.67,51.66,48.3,43769.0,2.16332992E8,14.41
301180,万祥科技,101,0,2022-07-15,18.6,19.29,19.67,18.52,29796.0,5.77234E7,7.45
301181,标榜股份,101,0,2022-07-15,28.93,31.2,32.21,28.93,40357.0,1.253E8,18.91
301182,凯旺科技,101,0,2022-07-15,24.15,24.16,24.65,23.59,12980.0,3.145E7,5.42
301183,东田微,101,0,2022-07-15,31.33,32.0,32.71,31.3,32277.0,1.03619E8,16.14
301185,鸥玛软件,101,0,2022-07-15,17.79,17.83,18.18,17.48,16882.0,3.0121E7,4.4
301186,超达装备,101,0,2022-07-15,33.6,34.23,35.25,33.22,22746.0,7.8674E7,12.5
301187,欧圣电气,101,0,2022-07-15,24.5,24.67,26.11,24.21,115859.0,2.90534016E8,26.76
301188,力诺特玻,101,0,2022-07-15,16.55,16.36,16.66,16.26,11170.0,1.83558E7,2.31
301189,奥尼电子,101,0,2022-07-15,30.88,33.57,35.82,30.5,39969.0,1.34442E8,13.32
301190,善水科技,101,0,2022-07-15,22.6,22.8,22.88,22.15,22387.0,5.0552E7,4.17
301191,菲菱科思,101,0,2022-07-15,73.7,74.35,75.6,73.37,8858.0,6.60591E7,6.64
301193,家联科技,101,0,2022-07-15,25.66,25.55,26.0,25.2,4779.0,1.21835E7,1.68
301196,唯科科技,101,0,2022-07-15,35.64,42.83,42.83,35.36,75560.0,3.15320992E8,24.22
301198,喜悦智行,101,0,2022-07-15,21.96,22.47,22.55,21.75,35929.0,8.0198E7,11.05
301199,迈赫股份,101,0,2022-07-15,31.2,30.79,33.25,30.76,76933.0,2.45988E8,23.08
301200,大族数控,101,0,2022-07-15,49.9,50.21,50.92,49.66,15771.0,7.9598704E7,4.0
301201,诚达药业,101,0,2022-07-15,70.51,68.54,71.5,68.1,19848.0,1.38032E8,8.75
301206,三元生物,101,0,2022-07-15,42.8,41.6,42.83,40.57,21925.0,9.1689E7,4.57
301207,华兰疫苗,101,0,2022-07-15,53.51,52.5,54.94,52.5,18818.0,1.00728E8,5.57
301208,中亦科技,101,0,2022-07-15,47.5,47.43,48.55,47.43,24978.0,1.19807E8,14.99
301211,亨迪药业,101,0,2022-07-15,21.21,20.5,21.21,20.49,26574.0,5.51558E7,4.59
301212,联盛化学,101,0,2022-07-15,36.7,36.92,37.41,36.37,32996.0,1.2216E8,12.89
301213,观想科技,101,0,2022-07-15,40.09,39.89,40.89,39.46,8794.0,3.5352E7,4.4
301215,中汽股份,101,0,2022-07-15,6.71,6.72,7.18,6.71,364854.0,2.52360992E8,14.11
301216,万凯新材,101,0,2022-07-15,29.32,29.66,30.53,29.32,61710.0,1.84744E8,8.63
301217,铜冠铜箔,101,0,2022-07-15,14.5,14.74,15.06,14.5,109130.0,1.62395008E8,5.73
301218,华是科技,101,0,2022-07-15,25.4,26.28,26.5,24.8,34455.0,8.9275696E7,12.09
301219,腾远钴业,101,0,2022-07-15,85.01,85.06,87.18,85.0,18759.0,1.61386E8,4.31
301220,亚香股份,101,0,2022-07-15,40.0,39.92,40.7,39.9,15166.0,6.10907E7,8.38
301221,光庭信息,101,0,2022-07-15,58.0,59.0,60.85,56.5,19597.0,1.16204E8,8.69
301222,浙江恒威,101,0,2022-07-15,31.0,31.55,32.22,30.74,52208.0,1.65294E8,21.73
301226,祥明智能,101,0,2022-07-15,37.61,37.82,39.93,37.6,57481.0,2.21688E8,33.81
301228,实朴检测,101,0,2022-07-15,20.82,20.86,21.2,20.45,13442.0,2.79372E7,5.17
301229,纽泰格,101,0,2022-07-15,30.61,36.46,36.46,30.61,49254.0,1.76504992E8,24.63
301233,盛帮股份,101,0,2022-07-15,48.23,46.73,49.5,46.7,43088.0,2.08006E8,35.3
301234,五洲医疗,101,0,2022-07-15,40.76,39.0,42.47,38.19,70176.0,2.84736E8,41.28
301235,华康医疗,101,0,2022-07-15,44.1,44.0,45.26,42.03,16211.0,7.08552E7,6.97
301236,软通动力,101,0,2022-07-15,36.09,36.14,36.88,35.68,69396.0,2.5168E8,8.99
301237,和顺科技,101,0,2022-07-15,40.38,41.0,42.27,39.6,17170.0,7.07778E7,9.05
301238,瑞泰新材,101,0,2022-07-15,36.7,37.49,38.88,36.51,229604.0,8.72384E8,15.86
301239,普瑞眼科,101,0,2022-07-15,72.04,73.2,76.1,70.51,100211.0,7.3503098E8,28.25
301248,杰创智能,101,0,2022-07-15,30.0,30.47,31.05,29.91,25198.0,7.7188304E7,11.09
301256,华融化学,101,0,2022-07-15,9.78,9.7,9.98,9.7,62387.0,6.11844E7,5.54
301257,普蕊斯,101,0,2022-07-15,60.0,61.1,62.68,58.6,34181.0,2.08280992E8,22.79
301258,富士莱,101,0,2022-07-15,41.16,41.45,42.75,40.92,20574.0,8.63838E7,9.47
301259,艾布鲁,101,0,2022-07-15,28.03,29.91,30.48,27.37,84481.0,2.47228992E8,29.69
301263,泰恩康,101,0,2022-07-15,30.21,29.85,32.18,29.83,28486.0,8.59886E7,5.6
301266,宇邦新材,101,0,2022-07-15,63.51,62.22,65.85,61.2,48586.0,3.05969984E8,19.7
301268,铭利达,101,0,2022-07-15,62.0,61.23,63.1,59.89,44395.0,2.72500992E8,13.13
301279,金道科技,101,0,2022-07-15,24.8,25.69,26.31,24.71,32114.0,8.2705E7,14.61
301286,侨源股份,101,0,2022-07-15,21.96,21.72,22.35,21.71,36051.0,7.9336704E7,10.66
301288,清研环境,101,0,2022-07-15,23.62,24.62,25.45,23.04,56739.0,1.38556E8,24.13
301289,国缆检测,101,0,2022-07-15,44.01,42.98,45.33,42.9,25759.0,1.13612E8,17.17
301298,东利机械,101,0,2022-07-15,24.0,24.29,25.16,23.77,64830.0,1.59943008E8,18.57
301302,华如科技,101,0,2022-07-15,65.18,64.81,66.52,64.02,22733.0,1.48428E8,9.09
301312,智立方,101,0,2022-07-15,81.58,83.3,88.85,81.0,31257.0,2.64435008E8,30.54
430047,诺思兰德,101,0,2022-07-15,10.61,10.3,10.71,10.22,5531.0,5735640.0,0.37
430090,同辉信息,101,0,2022-07-15,3.65,3.59,3.73,3.59,10309.0,3740810.0,0.85
430198,微创光电,101,0,2022-07-15,5.33,5.38,5.41,5.33,584.0,311846.0,0.09
430418,苏轴股份,101,0,2022-07-15,8.61,8.66,8.81,8.61,227.0,196612.0,0.04
430489,佳先股份,101,0,2022-07-15,6.37,6.2,6.37,6.1,2344.0,1459820.0,0.28
430510,丰光精密,101,0,2022-07-15,11.0,10.65,11.0,10.49,3374.0,3615660.0,0.54
430564,天润科技,101,0,2022-07-15,7.35,7.33,7.37,7.29,1216.0,889727.0,0.65
600000,浦发银行,101,0,2022-07-15,7.76,7.67,7.8,7.65,471276.0,3.64456992E8,0.16
600004,白云机场,101,0,2022-07-15,14.16,13.92,14.38,13.91,147897.0,2.08826E8,0.62
600006,东风汽车,101,0,2022-07-15,7.01,7.01,7.25,7.0,468076.0,3.3328E8,2.34
600007,中国国贸,101,0,2022-07-15,14.73,14.3,14.78,14.28,21872.0,3.15922E7,0.22
600008,首创环保,101,0,2022-07-15,2.87,2.85,2.89,2.84,528662.0,1.51179008E8,0.72
600009,上海机场,101,0,2022-07-15,52.18,51.8,52.9,51.61,127305.0,6.6580499E8,1.16
600010,包钢股份,101,0,2022-07-15,2.15,2.13,2.21,2.11,6589620.0,1.42003994E9,2.08
600011,华能国际,101,0,2022-07-15,7.39,7.24,7.45,7.15,1176300.0,8.5940698E8,1.07
600012,皖通高速,101,0,2022-07-15,7.41,7.65,7.79,7.4,281904.0,2.1588E8,2.42
600015,华夏银行,101,0,2022-07-15,5.08,5.02,5.1,5.02,192538.0,9.7522496E7,0.15
600016,民生银行,101,0,2022-07-15,3.67,3.62,3.67,3.62,622753.0,2.27136992E8,0.18
600017,日照港,101,0,2022-07-15,3.17,3.03,3.18,3.02,540428.0,1.66935008E8,1.76
600018,上港集团,101,0,2022-07-15,5.65,5.5,5.66,5.5,316795.0,1.76107008E8,0.14
600019,宝钢股份,101,0,2022-07-15,5.9,5.74,5.91,5.73,778941.0,4.52979008E8,0.36
600020,中原高速,101,0,2022-07-15,3.14,3.09,3.17,3.06,348086.0,1.07894E8,1.55
600021,上海电力,101,0,2022-07-15,10.03,9.98,10.24,9.85,599481.0,6.0146803E8,2.29
600022,山东钢铁,101,0,2022-07-15,1.69,1.64,1.69,1.64,773296.0,1.28639E8,0.71
600023,浙能电力,101,0,2022-07-15,3.67,3.61,3.72,3.61,480994.0,1.7559E8,0.35
600025,华能水电,101,0,2022-07-15,7.21,7.09,7.27,7.09,447908.0,3.19980992E8,0.25
600026,中远海能,101,0,2022-07-15,9.04,8.85,9.22,8.84,308756.0,2.77372E8,1.07
600027,XD华电国,101,0,2022-07-15,4.74,4.85,4.9,4.72,805005.0,3.90283008E8,0.99
600028,中国石化,101,0,2022-07-15,4.06,4.02,4.06,4.02,964025.0,3.89924992E8,0.1
600029,南方航空,101,0,2022-07-15,6.98,6.79,7.04,6.78,365944.0,2.52254E8,0.36
600030,中信证券,101,0,2022-07-15,20.0,19.57,20.16,19.57,844822.0,1.68038003E9,0.74
600031,三一重工,101,0,2022-07-15,18.58,17.66,18.58,17.5,1861510.0,3.33731994E9,2.19
600032,浙江新能,101,0,2022-07-15,15.13,14.73,15.23,14.68,226056.0,3.37184992E8,10.87
600033,福建高速,101,0,2022-07-15,3.0,3.11,3.29,2.95,1284830.0,3.98416E8,4.68
600035,楚天高速,101,0,2022-07-15,3.49,3.56,3.83,3.48,867494.0,3.13836E8,5.39
600036,招商银行,101,0,2022-07-15,35.1,34.87,35.96,34.86,1382450.0,4.8727798E9,0.67
600037,歌华有线,101,0,2022-07-15,9.07,8.57,9.09,8.56,275251.0,2.41618E8,1.98
600038,中直股份,101,0,2022-07-15,42.61,44.4,45.84,42.44,166772.0,7.44296E8,2.83
600039,四川路桥,101,0,2022-07-15,11.15,10.86,11.15,10.86,208065.0,2.27983008E8,0.44
600048,保利发展,101,0,2022-07-15,16.8,15.78,16.84,15.48,1551180.0,2.46944E9,1.3
600050,中国联通,101,0,2022-07-15,3.42,3.38,3.43,3.38,810841.0,2.76187008E8,0.26
600051,宁波联合,101,0,2022-07-15,6.79,6.52,6.8,6.52,82060.0,5.41952E7,2.64
600052,东望时代,101,0,2022-07-15,4.61,4.43,4.76,4.4,127986.0,5.79432E7,1.52
600053,九鼎投资,101,0,2022-07-15,16.66,15.95,16.66,15.94,25664.0,4.15348E7,0.59
600054,黄山旅游,101,0,2022-07-15,10.5,10.57,10.88,10.43,93152.0,9.8932496E7,1.81
600055,万东医疗,101,0,2022-07-15,21.76,21.6,22.15,21.3,57074.0,1.24127E8,1.06
600056,中国医药,101,0,2022-07-15,15.6,14.88,15.73,14.86,1010000.0,1.52776E9,6.75
600057,厦门象屿,101,0,2022-07-15,8.31,8.1,8.32,8.08,140259.0,1.14753E8,0.66
600058,五矿发展,101,0,2022-07-15,9.76,9.52,9.79,9.52,109729.0,1.05803E8,1.02
600059,古越龙山,101,0,2022-07-15,10.2,9.97,10.27,9.95,172515.0,1.74424992E8,1.89
600060,海信视像,101,0,2022-07-15,12.52,12.29,12.87,12.26,141510.0,1.77659008E8,1.1
600061,国投资本,101,0,2022-07-15,6.08,5.96,6.09,5.96,189260.0,1.14208E8,0.29
600062,华润双鹤,101,0,2022-07-15,31.15,27.77,31.5,27.77,904326.0,2.64228992E9,8.82
600063,皖维高新,101,0,2022-07-15,7.36,7.14,7.62,7.1,498459.0,3.64824992E8,2.59
600064,南京高科,101,0,2022-07-15,7.02,6.88,7.1,6.88,129274.0,9.0465E7,0.75
600066,宇通客车,101,0,2022-07-15,8.07,7.76,8.27,7.73,465556.0,3.73083008E8,2.1
600067,冠城大通,101,0,2022-07-15,3.49,3.38,3.5,3.37,244148.0,8.32974E7,1.75
600070,浙江富润,101,0,2022-07-15,5.37,5.26,5.39,5.24,59716.0,3.15925E7,1.18
600071,凤凰光学,101,0,2022-07-15,19.38,18.6,19.45,17.83,154984.0,2.87084992E8,5.5
600072,中船科技,101,0,2022-07-15,12.18,11.85,12.32,11.85,103942.0,1.25196E8,1.41
600073,上海梅林,101,0,2022-07-15,7.75,7.49,7.76,7.49,168401.0,1.28296E8,1.8
600075,新疆天业,101,0,2022-07-15,6.19,6.08,6.23,6.06,116255.0,7.1496304E7,0.92
600076,康欣新材,101,0,2022-07-15,3.12,2.97,3.13,2.97,155047.0,4.67746E7,1.5
600077,宋都股份,101,0,2022-07-15,3.46,3.26,3.48,3.25,394512.0,1.31603E8,2.94
600078,*ST澄星,101,0,2022-07-15,15.0,14.75,15.05,14.33,314584.0,4.66320992E8,4.75
600079,人福医药,101,0,2022-07-15,16.1,17.71,17.71,16.0,1072120.0,1.85729997E9,7.73
600080,金花股份,101,0,2022-07-15,8.25,7.91,8.27,7.9,42476.0,3.39342E7,1.14
600081,东风科技,101,0,2022-07-15,11.8,11.61,12.04,11.6,63589.0,7.51234E7,2.03
600082,海泰发展,101,0,2022-07-15,3.28,3.12,3.29,3.11,221908.0,7.0203696E7,3.5
600083,*ST博信,101,0,2022-07-15,9.29,9.15,9.45,9.02,15646.0,1.44717E7,0.69
600084,中葡股份,101,0,2022-07-15,6.15,5.96,6.21,5.88,76845.0,4.63356E7,0.68
600085,同仁堂,101,0,2022-07-15,49.52,49.68,51.91,49.52,99523.0,5.03792E8,0.73
600088,中视传媒,101,0,2022-07-15,8.68,8.79,8.88,8.57,50589.0,4.4118E7,1.27
600089,特变电工,101,0,2022-07-15,27.45,27.18,28.18,27.18,1252300.0,3.45104998E9,3.3
600094,大名城,101,0,2022-07-15,3.36,3.2,3.37,3.19,120216.0,3.90988E7,0.53
600095,湘财股份,101,0,2022-07-15,7.01,6.77,7.09,6.74,184916.0,1.27534E8,1.64
600096,云天化,101,0,2022-07-15,29.33,29.57,30.75,29.25,809828.0,2.44203008E9,4.72
600097,开创国际,101,0,2022-07-15,9.27,9.11,9.35,9.09,36203.0,3.32408E7,1.5
600098,广州发展,101,0,2022-07-15,6.18,6.12,6.3,6.1,371529.0,2.29860992E8,1.16
600099,林海股份,101,0,2022-07-15,8.39,8.12,8.39,8.12,29653.0,2.44288E7,1.35
600100,同方股份,101,0,2022-07-15,4.27,4.13,4.32,4.13,310493.0,1.2989E8,1.05
600101,明星电力,101,0,2022-07-15,11.3,10.8,11.5,10.76,616141.0,6.8456397E8,14.62
600103,青山纸业,101,0,2022-07-15,2.46,2.38,2.47,2.38,257351.0,6.21897E7,1.12
600104,上汽集团,101,0,2022-07-15,16.51,16.13,16.77,16.1,459081.0,7.5778701E8,0.39
600105,永鼎股份,101,0,2022-07-15,3.75,3.64,3.78,3.64,282635.0,1.04614E8,2.05
600106,重庆路桥,101,0,2022-07-15,4.26,4.2,4.28,4.19,200418.0,8.45894E7,1.51
600107,美尔雅,101,0,2022-07-15,6.4,6.08,6.4,6.07,73852.0,4.55926E7,2.05
600108,亚盛集团,101,0,2022-07-15,3.41,3.28,3.42,3.27,373203.0,1.24419E8,1.92
600109,国金证券,101,0,2022-07-15,8.71,8.45,8.78,8.44,261934.0,2.25772992E8,0.87
600110,诺德股份,101,0,2022-07-15,11.73,11.52,11.86,11.45,717000.0,8.3675699E8,5.11
600111,北方稀土,101,0,2022-07-15,31.7,31.27,32.47,31.25,558788.0,1.78270003E9,1.54
600112,*ST天成,101,0,2022-07-15,3.13,3.13,3.13,3.03,116814.0,3.64958E7,2.29
600113,浙江东日,101,0,2022-07-15,6.86,6.68,6.94,6.68,76118.0,5.16511E7,1.85
600114,东睦股份,101,0,2022-07-15,9.67,9.33,9.67,9.1,374807.0,3.51720992E8,6.08
600115,中国东航,101,0,2022-07-15,5.08,4.97,5.11,4.95,249008.0,1.25367E8,0.25
600116,三峡水利,101,0,2022-07-15,10.45,10.65,10.96,10.34,372545.0,3.95031008E8,2.36
600117,西宁特钢,101,0,2022-07-15,3.53,3.33,3.53,3.33,79635.0,2.70335E7,0.76
600118,中国卫星,101,0,2022-07-15,19.34,19.11,19.45,19.11,42908.0,8.27924E7,0.36
600119,长江投资,101,0,2022-07-15,6.33,6.11,6.43,6.02,52316.0,3.22317E7,1.7
600120,浙江东方,101,0,2022-07-15,4.0,3.94,4.04,3.89,346235.0,1.37218E8,1.2
600121,郑州煤电,101,0,2022-07-15,5.53,5.48,5.88,5.47,647014.0,3.66991008E8,5.31
600122,ST宏图,101,0,2022-07-15,1.9,1.83,1.91,1.82,141840.0,2.63789E7,1.22
600123,兰花科创,101,0,2022-07-15,14.78,14.83,15.68,14.73,559459.0,8.5392998E8,4.9
600125,铁龙物流,101,0,2022-07-15,5.25,5.12,5.28,5.12,227120.0,1.17888E8,1.74
